,,cs,https://support-stage.allizom.org/kb/insecure-password-warning-firefox-cs,https://support-stage.allizom.org/kb/insecure-password-warning-firefox,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,https://support-stage.allizom.org/t5/Ochrana-soukrom%C3%AD/Varov%C3%A1n%C3%AD-p%C5%99i-nezabezpe%C4%8Den%C3%A9m-heslu-ve-Firefoxu/ta-p/35484,,
,,cy,https://support-stage.allizom.org/kb/insecure-password-warning-firefox-cy,https://support-stage.allizom.org/kb/insecure-password-warning-firefox,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,,
,,da,https://support-stage.allizom.org/kb/insecure-password-warning-firefox-da,https://support-stage.allizom.org/kb/insecure-password-warning-firefox,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,https://support-stage.allizom.org/t5/Beskyt-dit-privatliv/Advarsel-om-usikker-adgangskode-i-Firefox/ta-p/29421,,
,,de,https://support-stage.allizom.org/kb/insecure-password-warning-firefox-de,https://support-stage.allizom.org/kb/insecure-password-warning-firefox,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,https://support-stage.allizom.org/t5/Sch%C3%BCtzen-Sie-Ihre-Privatsph%C3%A4re/Warnung-vor-unsicheren-Passwortfeldern-in-Firefox/ta-p/35649,,
,,dsb,https://support-stage.allizom.org/kb/insecure-password-warning-firefox-dsb,https://support-stage.allizom.org/kb/insecure-password-warning-firefox,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,,
,,el,https://support-stage.allizom.org/kb/insecure-password-warning-firefox-el,https://support-stage.allizom.org/kb/insecure-password-warning-firefox,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,,
,,en-GB,https://support-stage.allizom.org/kb/insecure-password-warning-firefox-en-GB,https://support-stage.allizom.org/kb/insecure-password-warning-firefox,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,,
,,en-US,https://support-stage.allizom.org/kb/insecure-password-warning-firefox-en-US,https://support-stage.allizom.org/kb/insecure-password-warning-firefox,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,,
,,en-ZA,https://support-stage.allizom.org/kb/insecure-password-warning-firefox-en-ZA,https://support-stage.allizom.org/kb/insecure-password-warning-firefox,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,,
,,eo,https://support-stage.allizom.org/kb/insecure-password-warning-firefox-eo,https://support-stage.allizom.org/kb/insecure-password-warning-firefox,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,,
,,es-AR,https://support-stage.allizom.org/kb/insecure-password-warning-firefox-es-AR,https://support-stage.allizom.org/kb/insecure-password-warning-firefox,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,https://support-stage.allizom.org/t5/Protege-tu-privacidad/Advertencia-de-contrase%C3%B1a-no-segura-en-Firefox/ta-p/35372,,
,,es-CL,https://support-stage.allizom.org/kb/insecure-password-warning-firefox-es-CL,https://support-stage.allizom.org/kb/insecure-password-warning-firefox,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,https://support-stage.allizom.org/t5/Protege-tu-privacidad/Advertencia-de-contrase%C3%B1a-no-segura-en-Firefox/ta-p/35372,,
,,es-ES,https://support-stage.allizom.org/kb/insecure-password-warning-firefox-es-ES,https://support-stage.allizom.org/kb/insecure-password-warning-firefox,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,https://support-stage.allizom.org/t5/Protege-tu-privacidad/Advertencia-de-contrase%C3%B1a-no-segura-en-Firefox/ta-p/35372,,
,,es-MX,https://support-stage.allizom.org/kb/insecure-password-warning-firefox-es-MX,https://support-stage.allizom.org/kb/insecure-password-warning-firefox,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,https://support-stage.allizom.org/t5/Protege-tu-privacidad/Advertencia-de-contrase%C3%B1a-no-segura-en-Firefox/ta-p/35372,,
,,et,https://support-stage.allizom.org/kb/insecure-password-warning-firefox-et,https://support-stage.allizom.org/kb/insecure-password-warning-firefox,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,,
,,eu,https://support-stage.allizom.org/kb/insecure-password-warning-firefox-eu,https://support-stage.allizom.org/kb/insecure-password-warning-firefox,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,,
,,fa,https://support-stage.allizom.org/kb/insecure-password-warning-firefox-fa,https://support-stage.allizom.org/kb/insecure-password-warning-firefox,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,,
,,ff,https://support-stage.allizom.org/kb/insecure-password-warning-firefox-ff,https://support-stage.allizom.org/kb/insecure-password-warning-firefox,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,,
,,fi,https://support-stage.allizom.org/kb/insecure-password-warning-firefox-fi,https://support-stage.allizom.org/kb/insecure-password-warning-firefox,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,,
,,fr,https://support-stage.allizom.org/kb/insecure-password-warning-firefox-fr,https://support-stage.allizom.org/kb/insecure-password-warning-firefox,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,https://support-stage.allizom.org/t5/Protection-de-votre-vie-priv%C3%A9e/Avertissement-de-mot-de-passe-non-s%C3%A9curis%C3%A9-dans-Firefox/ta-p/37279,,
,,fy-NL,https://support-stage.allizom.org/kb/insecure-password-warning-firefox-fy-NL,https://support-stage.allizom.org/kb/insecure-password-warning-firefox,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,,
,,ga-IE,https://support-stage.allizom.org/kb/insecure-password-warning-firefox-ga-IE,https://support-stage.allizom.org/kb/insecure-password-warning-firefox,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,,
,,gd,https://support-stage.allizom.org/kb/insecure-password-warning-firefox-gd,https://support-stage.allizom.org/kb/insecure-password-warning-firefox,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,,
,,gl,https://support-stage.allizom.org/kb/insecure-password-warning-firefox-gl,https://support-stage.allizom.org/kb/insecure-password-warning-firefox,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,,
,,gn,https://support-stage.allizom.org/kb/insecure-password-warning-firefox-gn,https://support-stage.allizom.org/kb/insecure-password-warning-firefox,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,,
,,gu-IN,https://support-stage.allizom.org/kb/insecure-password-warning-firefox-gu-IN,https://support-stage.allizom.org/kb/insecure-password-warning-firefox,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,,
,,he,https://support-stage.allizom.org/kb/insecure-password-warning-firefox-he,https://support-stage.allizom.org/kb/insecure-password-warning-firefox,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,,
,,hi-IN,https://support-stage.allizom.org/kb/insecure-password-warning-firefox-hi-IN,https://support-stage.allizom.org/kb/insecure-password-warning-firefox,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,,
,,hr,https://support-stage.allizom.org/kb/insecure-password-warning-firefox-hr,https://support-stage.allizom.org/kb/insecure-password-warning-firefox,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,,
,,hsb,https://support-stage.allizom.org/kb/insecure-password-warning-firefox-hsb,https://support-stage.allizom.org/kb/insecure-password-warning-firefox,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,,
,,hu,https://support-stage.allizom.org/kb/insecure-password-warning-firefox-hu,https://support-stage.allizom.org/kb/insecure-password-warning-firefox,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,,
,,hy-AM,https://support-stage.allizom.org/kb/insecure-password-warning-firefox-hy-AM,https://support-stage.allizom.org/kb/insecure-password-warning-firefox,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,,
,,id,https://support-stage.allizom.org/kb/insecure-password-warning-firefox-id,https://support-stage.allizom.org/kb/insecure-password-warning-firefox,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,https://support-stage.allizom.org/t5/Fix-problems/Apa-yang-dimaksud-quot-Sambungan-Anda-tidak-aman-quot/ta-p/28758,,
,,is,https://support-stage.allizom.org/kb/insecure-password-warning-firefox-is,https://support-stage.allizom.org/kb/insecure-password-warning-firefox,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,,
,,it,https://support-stage.allizom.org/kb/insecure-password-warning-firefox-it,https://support-stage.allizom.org/kb/insecure-password-warning-firefox,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,https://support-stage.allizom.org/t5/Proteggi-la-tua-privacy/Avviso-di-password-non-sicura-in-Firefox/ta-p/38946,,
,,ja linux win32,https://support-stage.allizom.org/kb/insecure-password-warning-firefox-ja,https://support-stage.allizom.org/kb/insecure-password-warning-firefox,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,https://support-stage.allizom.org/t5/%E3%83%97%E3%83%A9%E3%82%A4%E3%83%90%E3%82%B7%E3%83%BC%E3%82%92%E4%BF%9D%E8%AD%B7%E3%81%99%E3%82%8B/%E5%AE%89%E5%85%A8%E3%81%A7%E3%81%AA%E3%81%84%E3%83%9A%E3%83%BC%E3%82%B8%E3%81%AE%E3%83%91%E3%82%B9%E3%83%AF%E3%83%BC%E3%83%89%E3%83%95%E3%82%A3%E3%83%BC%E3%83%AB%E3%83%89%E3%81%A7%E8%AD%A6%E5%91%8A%E3%81%95%E3%82%8C%E3%82%8B/ta-p/38206,,
,,ja-JP-mac osx,https://support-stage.allizom.org/kb/insecure-password-warning-firefox-ja-JP-mac,https://support-stage.allizom.org/kb/insecure-password-warning-firefox,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,https://support-stage.allizom.org/t5/%E3%83%97%E3%83%A9%E3%82%A4%E3%83%90%E3%82%B7%E3%83%BC%E3%82%92%E4%BF%9D%E8%AD%B7%E3%81%99%E3%82%8B/%E5%AE%89%E5%85%A8%E3%81%A7%E3%81%AA%E3%81%84%E3%83%9A%E3%83%BC%E3%82%B8%E3%81%AE%E3%83%91%E3%82%B9%E3%83%AF%E3%83%BC%E3%83%89%E3%83%95%E3%82%A3%E3%83%BC%E3%83%AB%E3%83%89%E3%81%A7%E8%AD%A6%E5%91%8A%E3%81%95%E3%82%8C%E3%82%8B/ta-p/38206,,
,,ka,https://support-stage.allizom.org/kb/insecure-password-warning-firefox-ka,https://support-stage.allizom.org/kb/insecure-password-warning-firefox,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,,
,,kab,https://support-stage.allizom.org/kb/insecure-password-warning-firefox-kab,https://support-stage.allizom.org/kb/insecure-password-warning-firefox,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,,
,,kk,https://support-stage.allizom.org/kb/insecure-password-warning-firefox-kk,https://support-stage.allizom.org/kb/insecure-password-warning-firefox,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,,
,,km,https://support-stage.allizom.org/kb/insecure-password-warning-firefox-km,https://support-stage.allizom.org/kb/insecure-password-warning-firefox,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,,
,,kn,https://support-stage.allizom.org/kb/insecure-password-warning-firefox-kn,https://support-stage.allizom.org/kb/insecure-password-warning-firefox,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,,
,,ko,https://support-stage.allizom.org/kb/insecure-password-warning-firefox-ko,https://support-stage.allizom.org/kb/insecure-password-warning-firefox,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,,
,,lij,https://support-stage.allizom.org/kb/insecure-password-warning-firefox-lij,https://support-stage.allizom.org/kb/insecure-password-warning-firefox,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,,
,,lt,https://support-stage.allizom.org/kb/insecure-password-warning-firefox-lt,https://support-stage.allizom.org/kb/insecure-password-warning-firefox,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,,
,,lv,https://support-stage.allizom.org/kb/insecure-password-warning-firefox-lv,https://support-stage.allizom.org/kb/insecure-password-warning-firefox,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,,
,,mai,https://support-stage.allizom.org/kb/insecure-password-warning-firefox-mai,https://support-stage.allizom.org/kb/insecure-password-warning-firefox,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,,
,,mk,https://support-stage.allizom.org/kb/insecure-password-warning-firefox-mk,https://support-stage.allizom.org/kb/insecure-password-warning-firefox,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,,
,,ml,https://support-stage.allizom.org/kb/insecure-password-warning-firefox-ml,https://support-stage.allizom.org/kb/insecure-password-warning-firefox,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,,
,,mr,https://support-stage.allizom.org/kb/insecure-password-warning-firefox-mr,https://support-stage.allizom.org/kb/insecure-password-warning-firefox,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,,
,,ms,https://support-stage.allizom.org/kb/insecure-password-warning-firefox-ms,https://support-stage.allizom.org/kb/insecure-password-warning-firefox,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,,
,,nb-NO,https://support-stage.allizom.org/kb/insecure-password-warning-firefox-nb-NO,https://support-stage.allizom.org/kb/insecure-password-warning-firefox,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,,
,,nl,https://support-stage.allizom.org/kb/insecure-password-warning-firefox-nl,https://support-stage.allizom.org/kb/insecure-password-warning-firefox,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,https://support-stage.allizom.org/t5/Uw-privacy-beschermen/Waarschuwing-voor-onveilig-wachtwoord-in-Firefox/ta-p/35340,,
,,nn-NO,https://support-stage.allizom.org/kb/insecure-password-warning-firefox-nn-NO,https://support-stage.allizom.org/kb/insecure-password-warning-firefox,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,,
,,or,https://support-stage.allizom.org/kb/insecure-password-warning-firefox-or,https://support-stage.allizom.org/kb/insecure-password-warning-firefox,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,,
,,pa-IN,https://support-stage.allizom.org/kb/insecure-password-warning-firefox-pa-IN,https://support-stage.allizom.org/kb/insecure-password-warning-firefox,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,,
,,pl,https://support-stage.allizom.org/kb/insecure-password-warning-firefox-pl,https://support-stage.allizom.org/kb/insecure-password-warning-firefox,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,https://support-stage.allizom.org/t5/Ochrona-prywatno%C5%9Bci/Ostrze%C5%BCenie-o-has%C5%82ach-na-niezabezpieczonych-stronach/ta-p/28199,,
,,pt-BR,https://support-stage.allizom.org/kb/insecure-password-warning-firefox-pt-BR,https://support-stage.allizom.org/kb/insecure-password-warning-firefox,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,https://support-stage.allizom.org/t5/Proteja-a-sua-privacidade/Aviso-de-senha-insegura-no-Firefox/ta-p/37508,,
,,pt-PT,https://support-stage.allizom.org/kb/insecure-password-warning-firefox-pt-PT,https://support-stage.allizom.org/kb/insecure-password-warning-firefox,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,https://support-stage.allizom.org/t5/Proteja-a-sua-privacidade/Aviso-de-palavra-passe-insegura-no-Firefox/ta-p/35404,,
,,rm,https://support-stage.allizom.org/kb/insecure-password-warning-firefox-rm,https://support-stage.allizom.org/kb/insecure-password-warning-firefox,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,,
,,ro,https://support-stage.allizom.org/kb/insecure-password-warning-firefox-ro,https://support-stage.allizom.org/kb/insecure-password-warning-firefox,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,https://support-stage.allizom.org/t5/Protect-your-privacy/Insecure-password-warning-in-Firefox/ta-p/27861,,
